USER_ID,AGE_GROUP,GENDER,COUNTRY,INTERESTS
222,26-35,F,FR,Fashion
223,18-25,F,FR,Home & Kitchen;Books
224,56+,M,UK,Sports;Home & Kitchen;Fashion
225,18-25,F,CA,Fashion;Books
226,46-55,F,JP,Toys & Games
227,36-45,F,DE,Sports;Toys & Games
228,18-25,M,US,Sports;Home & Kitchen
229,18-25,M,CA,Electronics;Fashion;Books
230,26-35,M,DE,Books;Fashion;Home & Kitchen
231,26-35,M,JP,Books;Home & Kitchen;Fashion
232,18-25,F,JP,Toys & Games;Fashion
233,46-55,F,DE,Books
234,18-25,F,US,Electronics
235,46-55,M,CA,Toys & Games;Books;Sports
236,18-25,M,UK,Electronics;Sports;Home & Kitchen
237,56+,F,US,Electronics;Fashion;Home & Kitchen
238,56+,F,UK,Fashion
239,18-25,F,US,Sports;Books;Electronics
240,26-35,F,DE,Books
241,46-55,F,US,Sports
242,56+,M,FR,Electronics
243,46-55,M,JP,Electronics;Sports;Fashion
244,36-45,M,FR,Fashion
245,26-35,M,DE,Toys & Games;Home & Kitchen
246,26-35,F,CA,Books;Home & Kitchen
247,36-45,M,FR,Books;Sports
248,26-35,M,US,Fashion;Books;Home & Kitchen
249,56+,F,FR,Home & Kitchen;Electronics;Books
250,36-45,M,US,Fashion;Toys & Games;Home & Kitchen
251,56+,F,UK,Toys & Games;Fashion
252,56+,F,FR,Sports;Toys & Games;Fashion
253,36-45,F,JP,Fashion;Books;Electronics
254,46-55,F,FR,Books;Sports
255,46-55,M,JP,Home & Kitchen
256,26-35,F,CA,Fashion;Sports;Toys & Games
257,36-45,M,DE,Electronics;Books;Home & Kitchen
258,56+,F,CA,Sports;Home & Kitchen
259,46-55,M,US,Home & Kitchen;Toys & Games;Sports
260,46-55,F,DE,Books
261,26-35,M,DE,Books;Toys & Games;Electronics
262,26-35,F,DE,Books;Sports;Toys & Games
263,26-35,M,FR,Books;Electronics;Fashion
264,26-35,M,CA,Books;Toys & Games;Electronics
265,36-45,F,US,Books;Toys & Games;Fashion
266,18-25,M,CA,Books
267,46-55,F,DE,Books;Fashion;Electronics
268,26-35,F,US,Home & Kitchen;Toys & Games;Sports
269,56+,M,UK,Toys & Games;Home & Kitchen
270,46-55,F,CA,Fashion
271,26-35,F,UK,Books;Electronics;Fashion
272,26-35,M,US,Sports;Toys & Games;Books
273,36-45,M,JP,Toys & Games;Fashion
274,18-25,M,UK,Toys & Games;Home & Kitchen
275,18-25,M,FR,Fashion;Sports;Books
276,36-45,F,JP,Electronics;Books
277,56+,M,JP,Toys & Games;Fashion;Sports
278,18-25,M,US,Toys & Games;Books
279,56+,M,FR,Electronics;Home & Kitchen
280,46-55,M,DE,Home & Kitchen
281,46-55,F,JP,Sports;Electronics
282,18-25,F,JP,Sports;Toys & Games;Home & Kitchen
283,18-25,F,US,Home & Kitchen
284,46-55,M,JP,Sports
285,46-55,F,DE,Fashion;Sports;Home & Kitchen
286,18-25,F,CA,Home & Kitchen;Sports;Fashion
287,46-55,F,JP,Home & Kitchen
288,18-25,F,FR,Toys & Games;Books
289,36-45,M,FR,Toys & Games
290,26-35,F,FR,Home & Kitchen
291,18-25,F,JP,Electronics
292,56+,F,FR,Electronics;Books;Sports
293,18-25,M,UK,Fashion;Sports
294,46-55,F,UK,Books;Toys & Games
295,56+,F,FR,Toys & Games;Electronics;Home & Kitchen
296,56+,F,US,Electronics;Toys & Games;Sports
297,26-35,F,UK,Electronics
298,18-25,M,DE,Sports
299,36-45,F,DE,Home & Kitchen;Fashion;Sports
300,56+,F,JP,Fashion
301,56+,F,DE,Home & Kitchen;Sports
302,36-45,M,FR,Books;Home & Kitchen
303,56+,F,JP,Toys & Games
304,46-55,F,DE,Toys & Games;Electronics;Books
305,36-45,F,CA,Fashion;Home & Kitchen;Sports
306,46-55,F,UK,Electronics;Sports;Home & Kitchen
307,18-25,F,FR,Sports
308,18-25,M,JP,Sports
309,18-25,F,JP,Books;Home & Kitchen;Fashion
310,46-55,M,US,Fashion
311,56+,M,US,Toys & Games;Books
312,56+,M,DE,Fashion;Sports
313,36-45,M,JP,Toys & Games;Sports;Books
314,36-45,F,CA,Toys & Games;Sports;Electronics
315,56+,M,US,Fashion;Toys & Games
316,26-35,F,JP,Sports
317,46-55,F,JP,Sports
318,46-55,F,UK,Sports;Toys & Games;Home & Kitchen
319,46-55,M,FR,Sports;Home & Kitchen;Toys & Games
320,26-35,F,DE,Fashion;Toys & Games
321,36-45,F,FR,Fashion;Electronics;Home & Kitchen
322,36-45,F,UK,Sports
323,46-55,F,US,Home & Kitchen
324,36-45,F,US,Toys & Games
325,46-55,F,DE,Fashion
326,56+,F,FR,Home & Kitchen;Toys & Games;Books
327,56+,F,US,Toys & Games;Fashion;Sports
328,36-45,M,JP,Fashion
329,26-35,M,CA,Home & Kitchen;Books
330,36-45,F,FR,Electronics;Toys & Games;Fashion
331,18-25,F,UK,Electronics
332,46-55,F,JP,Toys & Games;Electronics
333,18-25,F,CA,Books;Sports;Electronics
334,36-45,M,US,Sports;Home & Kitchen;Toys & Games
335,56+,F,FR,Toys & Games;Electronics;Sports
336,46-55,F,UK,Toys & Games;Fashion;Sports
337,36-45,M,UK,Electronics
338,26-35,F,US,Sports;Books
339,36-45,M,UK,Sports;Toys & Games
340,26-35,M,UK,Sports;Fashion
341,56+,M,CA,Sports
342,26-35,F,US,Fashion;Electronics;Toys & Games
343,18-25,F,CA,Sports;Home & Kitchen
344,18-25,M,FR,Fashion
345,18-25,M,UK,Sports
346,18-25,F,UK,Home & Kitchen;Toys & Games;Electronics
347,18-25,M,US,Fashion;Electronics
348,26-35,M,JP,Fashion;Toys & Games;Home & Kitchen
349,18-25,M,UK,Sports;Toys & Games;Fashion
350,46-55,F,DE,Toys & Games;Books;Fashion
351,26-35,M,FR,Electronics;Fashion
352,56+,M,CA,Home & Kitchen;Electronics
353,26-35,F,JP,Fashion
354,36-45,F,CA,Toys & Games;Home & Kitchen;Sports
355,56+,M,DE,Toys & Games;Sports;Fashion
356,18-25,M,JP,Fashion;Books
357,18-25,F,FR,Fashion;Sports
358,36-45,M,DE,Sports;Fashion;Home & Kitchen
359,18-25,F,US,Fashion
360,56+,M,CA,Home & Kitchen;Fashion;Toys & Games
361,56+,M,CA,Books;Sports
362,56+,M,CA,Electronics
363,26-35,F,UK,Books;Sports
364,26-35,M,CA,Home & Kitchen;Sports;Toys & Games
365,56+,M,DE,Toys & Games
366,26-35,M,US,Electronics;Fashion
367,26-35,M,DE,Electronics;Toys & Games
368,46-55,F,FR,Toys & Games;Electronics
369,26-35,M,US,Toys & Games
370,46-55,M,UK,Electronics
371,46-55,F,JP,Fashion;Books;Toys & Games
372,26-35,M,US,Sports;Books
373,26-35,M,UK,Home & Kitchen;Sports;Electronics
374,26-35,F,DE,Fashion
375,18-25,F,CA,Toys & Games
376,46-55,M,US,Fashion;Toys & Games
377,18-25,F,JP,Fashion
378,56+,M,JP,Books;Home & Kitchen;Sports
379,26-35,M,UK,Electronics;Books
380,56+,M,FR,Books;Home & Kitchen;Fashion
381,18-25,M,FR,Sports;Home & Kitchen
382,46-55,F,CA,Fashion;Books;Electronics
383,36-45,F,DE,Electronics;Books
384,26-35,F,JP,Sports;Fashion;Books
385,56+,F,UK,Fashion;Books
386,56+,M,US,Books
387,56+,M,CA,Sports;Toys & Games;Books
388,18-25,F,FR,Books;Electronics
389,18-25,M,UK,Sports;Home & Kitchen
390,36-45,M,FR,Toys & Games;Sports
391,18-25,M,DE,Sports
392,46-55,M,CA,Sports;Books;Electronics
393,46-55,F,JP,Toys & Games;Fashion
394,56+,M,DE,Sports;Electronics
395,26-35,F,UK,Electronics;Home & Kitchen
396,56+,F,US,Toys & Games
397,46-55,F,JP,Fashion;Sports;Electronics
398,46-55,M,JP,Sports;Home & Kitchen
399,46-55,M,DE,Toys & Games;Home & Kitchen;Sports
400,56+,F,JP,Fashion
401,36-45,M,UK,Electronics
402,26-35,M,FR,Toys & Games;Electronics
403,36-45,M,JP,Electronics;Fashion;Toys & Games
404,36-45,F,UK,Electronics;Toys & Games;Home & Kitchen
405,26-35,M,UK,Toys & Games
406,46-55,F,US,Fashion;Electronics;Home & Kitchen
407,46-55,F,FR,Toys & Games;Home & Kitchen
408,56+,M,DE,Sports
409,56+,M,DE,Sports
410,36-45,M,CA,Books
411,26-35,M,FR,Books
412,26-35,F,JP,Home & Kitchen;Electronics;Fashion
413,18-25,F,FR,Fashion
414,18-25,M,JP,Fashion;Home & Kitchen
415,36-45,M,US,Books;Home & Kitchen;Fashion
416,56+,F,DE,Fashion
417,46-55,M,JP,Fashion
418,46-55,F,JP,Electronics;Toys & Games;Fashion
419,36-45,M,DE,Fashion;Home & Kitchen;Electronics
420,26-35,M,UK,Home & Kitchen
421,18-25,M,DE,Books
422,56+,M,FR,Electronics;Books
423,26-35,M,JP,Home & Kitchen;Electronics
424,56+,F,FR,Toys & Games;Electronics
425,56+,M,CA,Home & Kitchen;Toys & Games;Fashion
426,36-45,F,DE,Sports
427,18-25,M,CA,Toys & Games;Electronics
428,18-25,M,JP,Toys & Games;Fashion;Books
429,46-55,M,FR,Books
430,26-35,F,UK,Sports
431,26-35,F,US,Home & Kitchen;Fashion;Electronics
432,18-25,F,JP,Electronics;Home & Kitchen;Sports
433,56+,M,UK,Toys & Games;Books;Electronics
434,46-55,F,DE,Electronics;Fashion;Home & Kitchen
435,46-55,M,DE,Electronics
436,56+,M,CA,Home & Kitchen;Fashion
437,46-55,F,US,Home & Kitchen
438,56+,F,JP,Electronics;Toys & Games;Sports
439,46-55,F,CA,Sports;Toys & Games
440,18-25,F,FR,Home & Kitchen;Electronics
441,46-55,F,US,Books;Home & Kitchen;Fashion
442,46-55,M,CA,Toys & Games;Electronics
443,26-35,F,FR,Electronics
444,46-55,M,UK,Books;Home & Kitchen;Fashion
445,56+,M,JP,Home & Kitchen;Toys & Games
446,18-25,F,US,Home & Kitchen;Sports;Books
447,46-55,F,DE,Toys & Games;Books;Home & Kitchen
448,18-25,M,FR,Books;Toys & Games;Electronics
449,18-25,M,US,Sports
450,46-55,M,UK,Fashion;Sports
451,26-35,M,FR,Books;Home & Kitchen;Electronics
452,36-45,M,US,Sports;Books
453,46-55,F,UK,Electronics;Fashion;Books
454,36-45,F,JP,Fashion;Electronics
455,46-55,F,FR,Electronics;Sports
456,18-25,F,FR,Home & Kitchen;Sports;Electronics
457,46-55,M,FR,Toys & Games
458,36-45,M,FR,Toys & Games;Sports
459,18-25,F,CA,Toys & Games;Electronics;Home & Kitchen
460,46-55,M,CA,Books
461,26-35,F,CA,Home & Kitchen;Fashion;Toys & Games
462,56+,F,DE,Toys & Games;Electronics
463,46-55,F,JP,Electronics
464,26-35,F,CA,Home & Kitchen;Fashion
465,36-45,M,FR,Toys & Games
466,26-35,M,FR,Toys & Games;Fashion
467,56+,M,JP,Books
468,26-35,F,CA,Home & Kitchen;Toys & Games;Fashion
469,46-55,M,UK,Electronics
470,26-35,M,US,Toys & Games
471,46-55,F,UK,Books
472,36-45,M,CA,Home & Kitchen;Fashion;Toys & Games
473,56+,F,JP,Toys & Games;Electronics
474,26-35,F,CA,Toys & Games
475,56+,F,US,Books
476,26-35,M,CA,Toys & Games;Books
477,56+,F,US,Sports
478,26-35,M,JP,Home & Kitchen;Electronics
479,36-45,F,UK,Toys & Games;Electronics
480,36-45,F,US,Toys & Games;Fashion
481,46-55,M,DE,Toys & Games
482,26-35,F,CA,Fashion;Sports
483,36-45,M,DE,Toys & Games;Fashion
484,36-45,M,UK,Books
485,56+,F,DE,Electronics;Toys & Games;Books
486,36-45,F,DE,Toys & Games
487,36-45,F,JP,Electronics;Books
488,46-55,M,FR,Toys & Games;Books;Home & Kitchen
489,18-25,F,JP,Fashion;Toys & Games;Sports
490,56+,F,DE,Books;Electronics
491,36-45,M,CA,Fashion;Books
492,18-25,M,US,Toys & Games;Home & Kitchen;Electronics
493,18-25,F,CA,Books;Home & Kitchen
494,36-45,F,JP,Fashion;Electronics
495,46-55,F,UK,Home & Kitchen
496,26-35,F,FR,Toys & Games;Fashion
497,46-55,M,FR,Fashion
498,36-45,F,CA,Fashion;Home & Kitchen;Toys & Games
499,56+,F,FR,Sports;Electronics;Fashion
500,26-35,F,JP,Electronics;Fashion
501,26-35,M,DE,Books
502,36-45,F,CA,Books;Toys & Games;Home & Kitchen
503,36-45,M,CA,Toys & Games;Books;Electronics
504,56+,M,CA,Home & Kitchen;Books
505,46-55,M,UK,Home & Kitchen;Sports
506,56+,M,CA,Fashion;Sports
507,36-45,M,US,Electronics;Home & Kitchen
508,56+,M,DE,Books;Electronics
509,36-45,M,DE,Fashion;Electronics
510,26-35,M,JP,Fashion;Books;Sports
511,56+,M,US,Electronics;Home & Kitchen;Sports
512,18-25,F,FR,Home & Kitchen;Electronics;Fashion
513,26-35,M,UK,Electronics;Home & Kitchen
514,18-25,M,CA,Toys & Games;Books;Fashion
515,36-45,F,UK,Electronics;Home & Kitchen
516,18-25,M,CA,Fashion;Electronics;Sports
517,46-55,F,CA,Books
518,36-45,M,DE,Fashion;Electronics;Sports
519,18-25,F,DE,Electronics;Fashion;Books
520,36-45,M,FR,Fashion
521,46-55,M,CA,Electronics;Home & Kitchen
522,18-25,M,FR,Electronics;Home & Kitchen;Books
523,18-25,F,JP,Toys & Games;Home & Kitchen;Fashion
524,26-35,F,US,Sports;Books;Home & Kitchen
525,18-25,F,JP,Books
526,18-25,F,JP,Books;Sports;Fashion
527,36-45,F,US,Home & Kitchen
528,46-55,F,DE,Books
529,56+,F,CA,Sports;Books;Electronics
530,46-55,M,JP,Toys & Games;Sports;Home & Kitchen
531,46-55,F,CA,Electronics;Home & Kitchen
532,18-25,M,US,Toys & Games
533,56+,M,US,Fashion;Books;Electronics
534,56+,F,FR,Electronics
535,46-55,F,DE,Home & Kitchen;Toys & Games;Electronics
536,36-45,M,DE,Fashion
537,56+,F,FR,Sports
538,56+,F,DE,Sports;Toys & Games;Fashion
539,46-55,M,JP,Books;Home & Kitchen
540,26-35,M,CA,Fashion
541,56+,F,UK,Electronics;Fashion
542,46-55,F,CA,Home & Kitchen;Fashion
543,26-35,F,CA,Home & Kitchen;Toys & Games
544,46-55,M,FR,Fashion
545,46-55,F,US,Fashion;Toys & Games;Sports
546,36-45,F,DE,Home & Kitchen
547,18-25,M,FR,Home & Kitchen;Sports
548,26-35,F,FR,Sports
549,18-25,F,JP,Toys & Games;Sports;Electronics
550,26-35,F,FR,Books;Home & Kitchen;Fashion
551,26-35,M,UK,Fashion;Electronics
552,56+,M,JP,Home & Kitchen;Books;Sports
553,36-45,F,FR,Books;Toys & Games;Home & Kitchen
554,36-45,F,DE,Electronics
555,46-55,M,FR,Books;Sports;Electronics
556,18-25,M,US,Books;Toys & Games
557,46-55,M,CA,Electronics;Sports
558,36-45,M,DE,Sports;Fashion
559,46-55,F,FR,Home & Kitchen;Books;Toys & Games
560,36-45,M,US,Fashion;Sports
561,36-45,M,CA,Toys & Games;Books
562,26-35,F,JP,Sports;Books;Electronics
563,46-55,M,DE,Books
564,26-35,M,DE,Fashion;Books
565,46-55,F,JP,Sports;Fashion;Home & Kitchen
566,36-45,M,DE,Toys & Games
567,36-45,M,DE,Sports
568,56+,F,CA,Sports;Fashion;Books
569,26-35,M,UK,Books
570,18-25,F,CA,Home & Kitchen;Sports
571,46-55,F,DE,Home & Kitchen;Books
572,18-25,F,FR,Home & Kitchen;Fashion;Toys & Games
573,56+,M,US,Sports;Home & Kitchen;Fashion
574,36-45,M,DE,Electronics;Home & Kitchen
575,26-35,F,UK,Sports;Home & Kitchen;Fashion
576,18-25,F,JP,Electronics;Toys & Games
577,26-35,F,JP,Sports;Home & Kitchen;Electronics
578,36-45,F,FR,Toys & Games;Sports
579,26-35,F,US,Sports;Books
580,26-35,F,UK,Electronics;Fashion;Toys & Games
581,46-55,F,JP,Books
582,18-25,F,CA,Fashion
583,56+,M,CA,Home & Kitchen;Sports
584,26-35,F,FR,Sports
585,26-35,M,US,Electronics;Toys & Games
586,56+,M,DE,Home & Kitchen;Electronics;Books
587,18-25,M,FR,Sports;Fashion;Home & Kitchen
588,36-45,F,JP,Books;Electronics;Toys & Games
589,46-55,F,JP,Fashion;Toys & Games;Books
590,56+,M,US,Electronics;Toys & Games
591,26-35,M,US,Sports
592,36-45,F,JP,Books;Electronics
593,46-55,M,JP,Fashion;Sports;Electronics
594,56+,M,FR,Fashion;Toys & Games
595,26-35,F,FR,Electronics
596,18-25,F,FR,Electronics;Sports;Toys & Games
597,56+,F,FR,Home & Kitchen
598,26-35,M,DE,Fashion
599,36-45,M,JP,Electronics;Home & Kitchen
600,56+,M,JP,Electronics;Sports;Toys & Games
601,46-55,M,FR,Home & Kitchen;Books
602,18-25,M,CA,Fashion
603,56+,M,FR,Books;Sports
604,56+,M,FR,Sports;Home & Kitchen;Electronics
605,18-25,M,CA,Electronics
606,36-45,M,DE,Home & Kitchen;Electronics;Fashion
607,46-55,F,FR,Sports
608,26-35,F,US,Electronics
609,36-45,M,DE,Sports
610,26-35,M,JP,Sports
611,46-55,M,FR,Toys & Games;Sports
612,36-45,M,JP,Toys & Games;Electronics
613,56+,F,JP,Books
614,36-45,F,FR,Toys & Games
615,26-35,M,US,Electronics;Toys & Games
616,56+,F,UK,Home & Kitchen;Electronics;Books
617,18-25,M,JP,Sports
618,36-45,M,UK,Sports
619,36-45,M,DE,Electronics
620,56+,M,CA,Toys & Games;Home & Kitchen
621,36-45,F,DE,Fashion;Sports
622,56+,F,UK,Electronics;Toys & Games;Home & Kitchen
623,18-25,F,US,Toys & Games;Electronics
624,36-45,M,UK,Toys & Games
625,26-35,M,CA,Electronics
626,36-45,F,DE,Sports;Electronics
627,56+,M,FR,Fashion;Home & Kitchen;Toys & Games
628,56+,M,DE,Electronics;Books
629,26-35,F,UK,Fashion
630,26-35,F,JP,Fashion
631,56+,F,CA,Electronics
632,56+,F,US,Fashion;Toys & Games;Home & Kitchen
633,36-45,F,US,Toys & Games
634,56+,F,CA,Toys & Games
635,26-35,M,JP,Books
636,36-45,F,DE,Home & Kitchen;Books
637,56+,F,CA,Toys & Games
638,18-25,M,US,Fashion;Sports;Home & Kitchen
639,26-35,F,CA,Sports
640,18-25,M,US,Fashion;Home & Kitchen;Electronics
641,36-45,F,FR,Toys & Games
642,26-35,M,JP,Sports
