ITEM_ID,ITEM_NAME,CATEGORY_L1,PRICE
6666,Swim Goggles,Sports,39.34112620574762
462,Dress,Fashion,348.32408554681933
3975,Sneakers,Fashion,413.0632111946325
7220,T-shirt,Fashion,343.0263923304633
834,Sneakers,Fashion,405.72818870050963
5183,Doll,Toys & Games,58.192709169509975
2094,Knife Set,Home & Kitchen,257.79098724109025
8934,Yoga Mat,Sports,198.17629932125024
5837,Smartwatch,Electronics,441.2789599626999
6684,Jeans,Fashion,91.59352969356635
4460,Smartwatch,Electronics,343.8565674020717
9623,Mystery Novel,Books,236.04048743439307
1923,Towel Set,Home & Kitchen,227.60603928655277
5644,Soccer Ball,Sports,478.47522927385916
7045,Swim Goggles,Sports,386.07796863708086
8412,Laptop,Electronics,205.25006134734642
7382,Jeans,Fashion,76.54374681802884
6669,Bed Sheet,Home & Kitchen,494.67894528892293
7550,Smartphone,Electronics,19.134249531239767
4874,Cookbook,Books,82.41016472370573
8185,Lamp,Home & Kitchen,436.98253531512825
9555,Coffee Maker,Home & Kitchen,184.7569777918741
5467,Doll,Toys & Games,97.09531085117372
8819,Soccer Ball,Sports,451.2513965554569
4111,Hat,Fashion,102.62766170864893
9285,Running Shoes,Sports,484.3622708620627
3648,Dress,Fashion,49.97305403717664
5120,Knife Set,Home & Kitchen,63.88544452415766
458,Doll,Toys & Games,142.00957619529456
5163,Bed Sheet,Home & Kitchen,44.84850666728984
193,Card Game,Toys & Games,87.81522046485561
7028,Sneakers,Fashion,15.133521166290546
298,Running Shoes,Sports,375.1120367622198
3469,Board Game,Toys & Games,295.1065894471149
4785,Jeans,Fashion,141.66403730002747
1140,Soccer Ball,Sports,451.9469738212514
8068,Bed Sheet,Home & Kitchen,70.60817998080219
7658,Mystery Novel,Books,430.4380722625721
412,Headphones,Electronics,96.3893808271296
9393,Laptop,Electronics,153.7235614526009
5105,Action Figure,Toys & Games,32.31973442202667
2283,Knife Set,Home & Kitchen,464.03119065699264
2078,Running Shoes,Sports,223.5751941548128
3100,Laptop,Electronics,227.69563171098375
3166,Cookbook,Books,405.86496268826704
5087,Mystery Novel,Books,428.5443214840341
9982,Tennis Racket,Sports,460.8797639161245
9919,Board Game,Toys & Games,373.80964289836106
4170,Tennis Racket,Sports,357.29876925334685
1043,Lamp,Home & Kitchen,424.38596469775996
3573,Knife Set,Home & Kitchen,494.80469340726097
1165,Hat,Fashion,12.533448817731815
3940,Lamp,Home & Kitchen,327.2768550754208
4820,Doll,Toys & Games,98.46411677179417
1845,Card Game,Toys & Games,168.13409160487674
7441,Camera,Electronics,266.5077110571762
3883,Knife Set,Home & Kitchen,175.15562453353505
3425,Dress,Fashion,92.39878324678814
8654,Card Game,Toys & Games,484.9152840872615
2995,Laptop,Electronics,39.29429002669642
9689,Running Shoes,Sports,497.6268551119639
8200,Headphones,Electronics,289.59552903552753
6322,Fiction Novel,Books,411.0814721289649
1343,Action Figure,Toys & Games,120.11424168939159
6384,Action Figure,Toys & Games,35.123617033621045
9811,Coffee Maker,Home & Kitchen,308.10519676790295
114,Soccer Ball,Sports,451.3690154595411
692,Swim Goggles,Sports,18.490552056260107
2594,Doll,Toys & Games,366.0364172529934
5207,Knife Set,Home & Kitchen,119.0631668495026
7821,Science Textbook,Books,142.27149304410878
2469,Biography,Books,239.82192751390963
7897,Swim Goggles,Sports,30.89569475507473
5735,Puzzle,Toys & Games,382.50284978330575
968,Hat,Fashion,210.28659698882177
7216,Doll,Toys & Games,256.75531749057376
9039,Tennis Racket,Sports,464.2235633449436
3937,T-shirt,Fashion,419.59080283907696
3971,Towel Set,Home & Kitchen,159.16757405990177
2434,Bed Sheet,Home & Kitchen,134.06082862234672
6858,Doll,Toys & Games,162.18331210702695
4202,Board Game,Toys & Games,469.1266965009545
9910,Knife Set,Home & Kitchen,127.0542061286096
8020,Board Game,Toys & Games,497.151006237178
850,Jeans,Fashion,252.6734853558968
646,Knife Set,Home & Kitchen,370.2626443097141
5502,Smartwatch,Electronics,223.16689650007677
6271,Mystery Novel,Books,159.1269765693357
1977,Soccer Ball,Sports,16.580478043288963
2503,Doll,Toys & Games,287.14502612588257
6309,Tennis Racket,Sports,207.73446247473177
3079,Science Textbook,Books,334.1441110748106
232,Science Textbook,Books,432.43176663741224
1228,Mystery Novel,Books,317.13047975529867
4359,Cookbook,Books,360.4477684626204
5997,Fiction Novel,Books,31.502429379194332
7397,Doll,Toys & Games,10.52111769683691
328,Dress,Fashion,182.36806675166477
4040,Cookbook,Books,224.1754665817535
8496,Smartphone,Electronics,454.3100315574093
3500,Card Game,Toys & Games,333.74947155443357
1695,Fiction Novel,Books,445.80516405221294
3059,Smartphone,Electronics,416.65888282431706
2138,Board Game,Toys & Games,323.9855912344817
7546,Doll,Toys & Games,457.07436043754217
3153,Science Textbook,Books,295.89068269589626
531,Biography,Books,30.533962214847236
6637,Running Shoes,Sports,300.3747330744976
4247,Running Shoes,Sports,187.38456333789964
2187,Swim Goggles,Sports,14.419153108745862
2942,Puzzle,Toys & Games,330.1738497277656
7747,Board Game,Toys & Games,260.549729998225
2968,Coffee Maker,Home & Kitchen,374.75751489126577
6829,Hat,Fashion,178.09677562146956
8961,Knife Set,Home & Kitchen,281.2574462604923
8194,Fiction Novel,Books,101.68613391248586
1577,Board Game,Toys & Games,19.553771945307357
2296,Action Figure,Toys & Games,65.75286728234423
3090,Card Game,Toys & Games,283.7229002693099
8802,Smartphone,Electronics,481.9336592982802
5974,Fiction Novel,Books,301.40141617802607
2555,Puzzle,Toys & Games,104.42902749381702
9014,Fiction Novel,Books,198.3380670896655
4815,Sneakers,Fashion,184.63045080122825
9754,Camera,Electronics,33.029436659704686
3509,Towel Set,Home & Kitchen,48.63659798185596
1894,Sneakers,Fashion,236.17599965873458
907,Smartwatch,Electronics,421.5433031368537
3371,Doll,Toys & Games,213.2491126921836
2460,Yoga Mat,Sports,171.65662708216198
4673,Smartphone,Electronics,146.8645230618935
6556,Smartphone,Electronics,111.67002387058578
623,Action Figure,Toys & Games,209.9188477247946
714,Fiction Novel,Books,100.74184536291509
1686,Board Game,Toys & Games,39.71260137604071
5202,Knife Set,Home & Kitchen,309.3440944098997
8075,Action Figure,Toys & Games,75.86924240865554
1566,Headphones,Electronics,395.8543664252645
4831,Doll,Toys & Games,464.7007752426596
1492,Biography,Books,59.93847132230381
2920,T-shirt,Fashion,483.6037560878433
7801,Board Game,Toys & Games,152.12615549541346
9790,Lamp,Home & Kitchen,106.78203488940007
2760,Camera,Electronics,381.44343305043606
5134,Towel Set,Home & Kitchen,91.72088988889158
393,Puzzle,Toys & Games,79.34193898057774
3608,Knife Set,Home & Kitchen,186.56658264984452
8346,Doll,Toys & Games,327.08239553907146
8131,Puzzle,Toys & Games,23.15022534258255
715,Mystery Novel,Books,96.58293796006494
1937,Tennis Racket,Sports,142.3246783303531
3760,Tennis Racket,Sports,313.55920730979955
3447,Smartphone,Electronics,299.8195696828889
9498,Sneakers,Fashion,162.07683886114947
1751,Biography,Books,436.7160794348034
6742,Mystery Novel,Books,406.47105307971515
8994,Mystery Novel,Books,232.9674189655818
2741,Puzzle,Toys & Games,132.26090239603727
6203,Cookbook,Books,444.33570441202426
3860,Coffee Maker,Home & Kitchen,270.85848950579435
7387,Smartphone,Electronics,100.64742418438475
861,Swim Goggles,Sports,355.11580956286735
1890,Lamp,Home & Kitchen,39.02863475796276
2947,Card Game,Toys & Games,126.6869815394109
452,Mystery Novel,Books,391.6425285010179
5397,Towel Set,Home & Kitchen,301.4168955586451
6412,Dress,Fashion,144.45040450276812
4428,Running Shoes,Sports,446.7818577777231
7296,Bed Sheet,Home & Kitchen,321.07384346533075
7542,Puzzle,Toys & Games,434.8052534071764
9417,Headphones,Electronics,196.31841358005948
9862,Hat,Fashion,436.8541442369224
6178,Running Shoes,Sports,376.35245246375814
4688,Action Figure,Toys & Games,319.51850922651613
6875,Bed Sheet,Home & Kitchen,342.0671702171663
7584,Biography,Books,106.61609266291185
7708,Bed Sheet,Home & Kitchen,181.7715090754531
2789,Smartphone,Electronics,216.51910236274153
828,Smartphone,Electronics,7.209928968372725
2575,Hat,Fashion,17.53705018037208
5290,Lamp,Home & Kitchen,96.50822638926972
5522,Headphones,Electronics,391.0374609636832
9884,Lamp,Home & Kitchen,82.98504530814456
7629,Swim Goggles,Sports,466.8688796473746
8193,T-shirt,Fashion,90.27561154376005
8755,Lamp,Home & Kitchen,426.2492703240972
9591,Biography,Books,450.63085237598295
7693,Camera,Electronics,349.1929149414823
2679,Soccer Ball,Sports,15.437369763601572
3399,Laptop,Electronics,483.4396528247266
7344,Fiction Novel,Books,328.79389811505786
3211,Coffee Maker,Home & Kitchen,77.81935712491057
1835,Action Figure,Toys & Games,199.11952272991098
9323,Doll,Toys & Games,466.9215212106962
5711,Yoga Mat,Sports,321.64608558298175
3689,T-shirt,Fashion,91.3299310167537
8800,T-shirt,Fashion,309.8736907354911
9041,Board Game,Toys & Games,465.62837573421905
3952,Hat,Fashion,351.66869471895666
2719,Action Figure,Toys & Games,415.8762581365887
2050,Coffee Maker,Home & Kitchen,364.1216039968531
7527,Towel Set,Home & Kitchen,13.684791424539045
1721,Headphones,Electronics,114.09025441171435
1127,Laptop,Electronics,148.99279115765734
7271,Card Game,Toys & Games,95.12119795064635
7430,Science Textbook,Books,304.78554612947363
3824,Bed Sheet,Home & Kitchen,345.6983788341744
6714,Camera,Electronics,248.07712965340406
2071,Lamp,Home & Kitchen,220.4650094319565
3741,T-shirt,Fashion,33.36454274894475
6371,Knife Set,Home & Kitchen,81.12875938951481
634,Puzzle,Toys & Games,11.210490235746338
1687,Hat,Fashion,316.68569681127207
5935,Bed Sheet,Home & Kitchen,65.39167070535437
4369,Science Textbook,Books,462.63225657909
2889,Action Figure,Toys & Games,327.61313126045366
2304,Puzzle,Toys & Games,437.1330703242048
4376,Coffee Maker,Home & Kitchen,454.995308473439
6184,Smartwatch,Electronics,131.02737555400427
5599,Soccer Ball,Sports,95.27134269007792
6789,Science Textbook,Books,335.1568202105368
4434,Biography,Books,446.9629050170655
572,Board Game,Toys & Games,483.79194815667
1134,Knife Set,Home & Kitchen,117.71096262229315
510,Smartwatch,Electronics,405.9474635631822
4480,Soccer Ball,Sports,394.34669404626214
7699,Smartwatch,Electronics,255.23675819206503
8283,Biography,Books,322.61066221024555
1895,Puzzle,Toys & Games,410.40752826295994
3595,Coffee Maker,Home & Kitchen,102.3064464862521
8224,T-shirt,Fashion,277.77772592650336
8291,Tennis Racket,Sports,243.42982175004644
1034,Hat,Fashion,375.08538516210785
7418,Laptop,Electronics,100.49910486940138
6763,Running Shoes,Sports,65.32412542123572
3603,Towel Set,Home & Kitchen,349.73512646079166
3985,Lamp,Home & Kitchen,321.5076184082528
5773,Mystery Novel,Books,216.94948631611265
2772,Swim Goggles,Sports,136.5462367399003
9886,Biography,Books,350.6451358468019
4383,Hat,Fashion,323.55187158132856
8870,Card Game,Toys & Games,45.392452631758196
938,Tennis Racket,Sports,13.105608417597013
4561,Jeans,Fashion,237.66862164612058
5144,Doll,Toys & Games,243.86076332627448
4521,Knife Set,Home & Kitchen,156.3836052475149
6158,Running Shoes,Sports,62.89187680293727
3548,Doll,Toys & Games,58.175506934506394
3186,Bed Sheet,Home & Kitchen,110.99106234321495
895,Jeans,Fashion,339.72136101690194
868,Doll,Toys & Games,319.08332034107264
2244,Doll,Toys & Games,226.56149909580802
1049,Knife Set,Home & Kitchen,6.481251886470837
3077,Doll,Toys & Games,218.0362855489741
8044,Yoga Mat,Sports,469.65749861671236
3649,Camera,Electronics,39.59269035766513
5412,Science Textbook,Books,364.0683844507739
9495,Board Game,Toys & Games,253.59772501063435
909,Soccer Ball,Sports,197.30284891085415
428,Headphones,Electronics,337.73268888451844
3459,Yoga Mat,Sports,92.66237160787017
3124,Fiction Novel,Books,24.95348211564017
2918,Card Game,Toys & Games,224.9187611319069
6691,Knife Set,Home & Kitchen,29.247632422499727
5267,Jeans,Fashion,170.37132411052252
3130,Towel Set,Home & Kitchen,193.779855655315
7401,Towel Set,Home & Kitchen,459.90874717164644
98,Camera,Electronics,184.12750041551186
3060,Bed Sheet,Home & Kitchen,39.97812187262363
6016,Smartwatch,Electronics,353.8927148032792
3246,Dress,Fashion,217.02883284156968
6487,Camera,Electronics,121.00641793492233
1866,Action Figure,Toys & Games,75.51814065462226
6475,Dress,Fashion,11.467694934000486
5828,Yoga Mat,Sports,172.55945868939298
2444,Knife Set,Home & Kitchen,319.7003183314041
1326,Biography,Books,475.0038679971529
6375,Tennis Racket,Sports,476.25843972584477
5993,Towel Set,Home & Kitchen,265.67222628395353
9616,Smartwatch,Electronics,415.22875691808997
3249,T-shirt,Fashion,399.5625180859852
88,Dress,Fashion,20.501403296936566
1493,Yoga Mat,Sports,494.108233740697
2563,Tennis Racket,Sports,166.4669508556603
6550,Swim Goggles,Sports,63.122839495841625
4773,Running Shoes,Sports,275.52196708483643
4729,Running Shoes,Sports,483.0639560988824
1817,Camera,Electronics,162.14844331056722
7795,Jeans,Fashion,462.845928740068
330,Towel Set,Home & Kitchen,475.5878289288855
8622,Fiction Novel,Books,16.57746028951987
6974,Card Game,Toys & Games,148.62707278332576
1424,Board Game,Toys & Games,486.23987854781336
8728,Tennis Racket,Sports,69.78761661139008
5071,Knife Set,Home & Kitchen,295.34998851373877
7094,Fiction Novel,Books,382.1406020629419
5475,Swim Goggles,Sports,467.08955206568356
5889,Cookbook,Books,233.69432662227976
6072,Card Game,Toys & Games,472.48398527360183
3590,Towel Set,Home & Kitchen,228.70119180407036
4463,Smartwatch,Electronics,171.08775921172008
8278,Dress,Fashion,441.619119129601
8241,Jeans,Fashion,293.96068766403545
1191,Camera,Electronics,473.9112626498131
4517,Science Textbook,Books,154.35529466657448
7510,Doll,Toys & Games,358.1621858716894
5953,Coffee Maker,Home & Kitchen,142.83930091173033
9761,Sneakers,Fashion,187.80124413477878
1441,Coffee Maker,Home & Kitchen,348.1935227166109
4927,Science Textbook,Books,171.9806064851135
5876,Camera,Electronics,199.94776350079576
2817,Smartwatch,Electronics,186.89484842818575
1267,Lamp,Home & Kitchen,86.04672248428811
7989,Smartphone,Electronics,213.67750313020844
8010,Biography,Books,441.5514483487388
9966,Smartwatch,Electronics,423.6807899067402
885,Camera,Electronics,474.5967919794911
6931,Jeans,Fashion,160.04138615109554
6433,Puzzle,Toys & Games,36.51527589130518
4038,Sneakers,Fashion,350.471926765304
6998,Smartwatch,Electronics,64.67136047642666
1701,T-shirt,Fashion,350.3145037585231
8478,Smartwatch,Electronics,320.5934366197813
6813,Board Game,Toys & Games,91.86725023369921
3194,Board Game,Toys & Games,450.17872113728885
525,Smartphone,Electronics,176.91287523568977
2866,Hat,Fashion,36.59739844432898
9102,Action Figure,Toys & Games,401.16880781059945
9305,Action Figure,Toys & Games,325.47140351927635
995,Smartphone,Electronics,298.04394458064746
2964,Biography,Books,474.99413301536214
5722,Hat,Fashion,128.9370453369653
6534,Cookbook,Books,215.88784167578294
5367,Yoga Mat,Sports,92.62376141756586
4041,Hat,Fashion,68.16082000476176
4880,Headphones,Electronics,367.72745705871824
5724,Dress,Fashion,455.62152977585674
9849,Dress,Fashion,468.0703765016019
7138,Headphones,Electronics,485.5839999856914
3501,Biography,Books,14.665633083531421
7471,Tennis Racket,Sports,177.07451768055319
6300,Swim Goggles,Sports,271.43579908997947
1963,Lamp,Home & Kitchen,167.97813786092206
824,Cookbook,Books,123.82094983038554
9337,Mystery Novel,Books,147.5338907554663
4169,Cookbook,Books,355.172446808674
6896,Lamp,Home & Kitchen,241.2838246996637
8629,Smartwatch,Electronics,185.70858342371324
3799,Coffee Maker,Home & Kitchen,445.9211934326677
4977,Action Figure,Toys & Games,355.49718926421474
8275,Bed Sheet,Home & Kitchen,469.72263233952833
6649,Dress,Fashion,322.78203160758875
52,Towel Set,Home & Kitchen,385.33006008374787
7761,Fiction Novel,Books,464.0263269455861
4965,Yoga Mat,Sports,7.413022948517402
2401,Headphones,Electronics,105.26034500268594
6346,Coffee Maker,Home & Kitchen,438.994885688479
242,Laptop,Electronics,366.57326870071284
6557,Yoga Mat,Sports,276.81696465036526
2861,Hat,Fashion,168.91043692174557
1482,Dress,Fashion,321.24415655811083
757,Fiction Novel,Books,203.07260564796744
1666,Knife Set,Home & Kitchen,186.95450562124873
9016,Biography,Books,483.6929796695057
8686,Towel Set,Home & Kitchen,65.14105547715963
4603,Board Game,Toys & Games,50.19209686025591
6217,Lamp,Home & Kitchen,17.960629833459222
2029,Towel Set,Home & Kitchen,451.69480425239783
4778,Jeans,Fashion,424.05894890636625
5125,Jeans,Fashion,388.6812948570771
9983,Yoga Mat,Sports,302.92500946079906
7493,Cookbook,Books,174.85068359142124
9859,Smartwatch,Electronics,240.8239081082311
8662,Coffee Maker,Home & Kitchen,231.82690495985003
4142,Board Game,Toys & Games,312.63126143888474
6547,Knife Set,Home & Kitchen,84.15107130128158
8917,Card Game,Toys & Games,327.2603436508311
944,T-shirt,Fashion,9.64291766867489
2850,Laptop,Electronics,119.31952049775644
2678,Doll,Toys & Games,359.2905105194416
8530,Smartwatch,Electronics,372.9169478620945
4957,Jeans,Fashion,458.9387708959942
5236,Hat,Fashion,396.78009309370356
3758,Headphones,Electronics,233.29831711356616
5633,Card Game,Toys & Games,178.09954586387778
585,Soccer Ball,Sports,103.86416074119305
8907,T-shirt,Fashion,295.32507116070906
3946,Biography,Books,129.55205675892716
1312,Puzzle,Toys & Games,381.55479783351984
2221,Puzzle,Toys & Games,310.1227578426492
89,Fiction Novel,Books,483.8815378293426
9309,Swim Goggles,Sports,126.3317141648611
5573,Knife Set,Home & Kitchen,281.2251801058651
3559,Soccer Ball,Sports,200.5231107306837
8347,Knife Set,Home & Kitchen,426.0802373024452
9514,Action Figure,Toys & Games,379.4414272176791
6085,Knife Set,Home & Kitchen,292.89415033706945
2275,Mystery Novel,Books,440.6798027230066
767,Swim Goggles,Sports,30.070040022418183
1803,Swim Goggles,Sports,438.57530811004636
5547,Doll,Toys & Games,156.63467557384573
7573,Action Figure,Toys & Games,283.0514199299134
7935,Laptop,Electronics,130.02048138615612
7314,Science Textbook,Books,211.7518204233241
8416,Sneakers,Fashion,158.02321658086794
4885,Yoga Mat,Sports,203.0193744825546
7640,Sneakers,Fashion,348.11462173794826
1712,Camera,Electronics,145.3325874610622
6590,Swim Goggles,Sports,241.29792495982213
5095,Yoga Mat,Sports,142.17313609568703
1959,Bed Sheet,Home & Kitchen,410.7449787088627
5784,Coffee Maker,Home & Kitchen,108.68779662427056
7688,Soccer Ball,Sports,409.33928906284905
2894,Swim Goggles,Sports,88.6625888671868
2424,Lamp,Home & Kitchen,423.8152167222995
9106,Tennis Racket,Sports,48.395168702622755
3350,Smartwatch,Electronics,290.8343935528793
7051,Headphones,Electronics,18.165406113308478
3717,T-shirt,Fashion,34.04349631875512
1346,Sneakers,Fashion,50.73308902038796
2765,Bed Sheet,Home & Kitchen,497.3447539887113
6641,Swim Goggles,Sports,465.0408284412031
2872,Science Textbook,Books,195.32328350674794
7301,Mystery Novel,Books,323.1463339238505
5495,Bed Sheet,Home & Kitchen,322.37458491366226
5753,Soccer Ball,Sports,47.18345647585581
4530,Towel Set,Home & Kitchen,24.99139585066497
1473,Running Shoes,Sports,300.0726287578255
7631,Coffee Maker,Home & Kitchen,107.95416770009255
2112,Action Figure,Toys & Games,184.38808802098734
5721,Yoga Mat,Sports,152.71163549916815
6066,Sneakers,Fashion,35.253126334673226
5515,Running Shoes,Sports,172.6507538392186
1579,Knife Set,Home & Kitchen,76.95294607706302
1108,Card Game,Toys & Games,336.60716369497015
2045,Action Figure,Toys & Games,283.00800463457557
9310,Laptop,Electronics,89.53517526445987
8050,Bed Sheet,Home & Kitchen,283.79013112810543
5819,Yoga Mat,Sports,439.92780241723386
2485,Card Game,Toys & Games,100.28940812054924
5992,Fiction Novel,Books,280.8678917198677
5350,Jeans,Fashion,26.482632379388257
3875,Mystery Novel,Books,426.91728582373395
5234,Camera,Electronics,241.3419980843851
7681,Laptop,Electronics,149.89766867946108
6736,Coffee Maker,Home & Kitchen,77.53213283626485
2239,Lamp,Home & Kitchen,13.073388620310007
9097,Action Figure,Toys & Games,90.61288709129525
5309,Bed Sheet,Home & Kitchen,137.8645621563138
4309,Hat,Fashion,105.03479578575688
8286,T-shirt,Fashion,199.08157780365295
5288,Lamp,Home & Kitchen,251.38860999847725
7350,Hat,Fashion,90.06819204902047
524,Camera,Electronics,283.95281167303085
7867,Hat,Fashion,319.0667669176417
2357,Cookbook,Books,448.6631816525842
8892,Headphones,Electronics,95.21047673091316
6058,Lamp,Home & Kitchen,122.3747284432747
8951,Mystery Novel,Books,366.86295998448196
5588,Laptop,Electronics,319.3874472097675
1828,Headphones,Electronics,42.51393788973974
9125,Headphones,Electronics,211.99642157180926
3416,Swim Goggles,Sports,431.0143101710223
9384,Swim Goggles,Sports,461.96086925592687
6751,Board Game,Toys & Games,307.73531008128793
7171,Biography,Books,207.14194717010128
4630,Fiction Novel,Books,182.4945476274917
7059,Running Shoes,Sports,190.795039657819
568,Towel Set,Home & Kitchen,254.2867529617113
7850,Hat,Fashion,245.44179581863972
2518,Bed Sheet,Home & Kitchen,111.8769982956592
5337,Yoga Mat,Sports,321.5854938691298
5804,Headphones,Electronics,370.32973488841003
611,Hat,Fashion,39.989648452638995
3764,Board Game,Toys & Games,191.7121425055146
3078,Tennis Racket,Sports,15.908529304761508
1571,Laptop,Electronics,289.05882428867193
2276,Towel Set,Home & Kitchen,444.4751319640855
9496,Camera,Electronics,250.07704367461096
3126,T-shirt,Fashion,104.11532006010712
8703,Tennis Racket,Sports,462.4989603752829
522,Coffee Maker,Home & Kitchen,136.07529104800503
4998,Laptop,Electronics,217.9734041592534
1767,Dress,Fashion,250.1002144367409
4050,Coffee Maker,Home & Kitchen,366.42483371260596
7197,Towel Set,Home & Kitchen,160.89213827402793
5792,Running Shoes,Sports,65.78938698782044
2761,T-shirt,Fashion,341.8109758955512
2040,Card Game,Toys & Games,435.32322375014036
402,Jeans,Fashion,212.9990258452995
2436,Mystery Novel,Books,379.0705891950785
9366,Science Textbook,Books,411.5952010117461
9974,Lamp,Home & Kitchen,5.480408944809757
9,Knife Set,Home & Kitchen,322.4085870403825
1769,Doll,Toys & Games,483.44111375217864
3955,Running Shoes,Sports,101.10130962391752
6892,Camera,Electronics,309.87948689032174
7601,Action Figure,Toys & Games,215.9111189037029
9830,Running Shoes,Sports,478.16439256929254
9881,T-shirt,Fashion,393.69801285443543
2981,Mystery Novel,Books,413.71382152076376
6205,Jeans,Fashion,399.94052897409887
8409,Coffee Maker,Home & Kitchen,434.1035358183484
8141,Jeans,Fashion,115.58946995108677
1719,T-shirt,Fashion,153.08681841935413
1795,Doll,Toys & Games,394.09258607080477
1861,Hat,Fashion,461.9284458243976
3981,Yoga Mat,Sports,152.00082570868256
1125,Biography,Books,478.99074959051137
8886,Knife Set,Home & Kitchen,111.575822831065
3276,Card Game,Toys & Games,253.97647330606307
1084,Cookbook,Books,451.3627940095395
382,Laptop,Electronics,386.0092445034167
1634,Fiction Novel,Books,427.8900940781862
6941,Smartwatch,Electronics,447.97332987070087
4231,Laptop,Electronics,80.60470013986186
9508,T-shirt,Fashion,385.6005625600658
6057,Sneakers,Fashion,418.20630760823
6551,Knife Set,Home & Kitchen,21.60931271754925
5564,Card Game,Toys & Games,283.0681295060857
9976,Running Shoes,Sports,334.3304740719134
2290,Mystery Novel,Books,396.80491513399005
1842,Bed Sheet,Home & Kitchen,234.18904973482293
2234,Science Textbook,Books,220.39318115955592
8980,Headphones,Electronics,32.594450398838134
3918,Soccer Ball,Sports,311.2701734186899
5754,Soccer Ball,Sports,405.16513429790837
6357,T-shirt,Fashion,132.45436207408306
5173,Lamp,Home & Kitchen,276.81252943791543
3749,Towel Set,Home & Kitchen,333.9387807665861
203,Puzzle,Toys & Games,131.41932988421777
9165,Yoga Mat,Sports,63.930936166486234
8272,Doll,Toys & Games,293.9818376410149
5083,Card Game,Toys & Games,433.30482035803163
7177,Lamp,Home & Kitchen,336.64541236580584
5714,Coffee Maker,Home & Kitchen,428.4453146672668
503,Bed Sheet,Home & Kitchen,246.17420371315887
1405,Biography,Books,170.9588018989378
5068,Smartphone,Electronics,445.7899997600321
2792,Bed Sheet,Home & Kitchen,238.23438471359313
5910,Towel Set,Home & Kitchen,118.36465907861745
8634,Towel Set,Home & Kitchen,333.3771174933044
9038,Board Game,Toys & Games,91.64650530053473
9262,Camera,Electronics,86.22520447577286
4728,Jeans,Fashion,481.4215779825242
9756,Smartwatch,Electronics,130.53249357742152
7108,Knife Set,Home & Kitchen,26.960537551377406
6343,Sneakers,Fashion,325.9868132059256
2096,Science Textbook,Books,408.88198848279785
3803,Tennis Racket,Sports,232.0487448305707
7809,Smartphone,Electronics,235.3880278020714
2451,Yoga Mat,Sports,85.42815945762733
2985,Doll,Toys & Games,353.06126714903314
3085,Jeans,Fashion,468.9794386371543
5129,Coffee Maker,Home & Kitchen,282.5560371757861
836,Tennis Racket,Sports,158.60878293157194
2916,Jeans,Fashion,171.5279017127731
8490,Camera,Electronics,100.76551200069694
4741,Jeans,Fashion,340.1391549333957
4491,Soccer Ball,Sports,485.8284483367931
5154,Fiction Novel,Books,302.23316903153375
7966,Sneakers,Fashion,272.24935140560535
5608,Headphones,Electronics,474.8743299403638
